climber_id,LAST,FIRST,Gender,Nation,Last_active,YOB
8545,Enkhjargal,Davaakhuu,male,MGL,2007-09-17,1983
8547,Chlebova,Andrea,female,SVK,2007-09-17,1979
8548,Belchior,Ricardo,male,POR,2007-09-17,1979
8609,Zelaya Diaz,Roberto Antonio,male,HON,2007-09-17,1983
8624,Medina,Andres,male,MEX,2007-09-17,1980
8633,Guillén,Enrique,male,VEN,2007-09-17,1979
8651,Duran,Daniel,male,ECU,2007-09-17,1988
8653,Vara,Ricardo,male,MEX,2007-09-17,1984
8656,Woods,Amanda,female,USA,2007-09-17,1991
8701,Zambrano,Luis Federico,male,ARG,2007-09-17,1978
8702,Pereyra,Danilo,male,ARG,2007-09-17,1983
8703,Mora,Eduardo,male,MEX,2007-09-17,1985
8717,Urazaleev,Djamshid,male,UZB,2007-09-17,1982
8719,Morgado,SÃ­lvio,male,POR,2007-09-17,1977
8720,Delgado,Rute,female,POR,2007-09-17,1982
7717,Kohler,Niklaus,male,SUI,2007-09-08,
8450,Bovet,Luc,male,SUI,2007-09-08,1992
8493,Eggenberger,Sacha,male,SUI,2007-09-08,
8726,Maillard,Léna,female,SUI,2007-09-08,
7733,Müller,Loris,male,SUI,2007-09-01,1993
36,Lamiche,Anthony,male,FRA,2007-08-25,
319,Thaon,Guy,male,FRA,2007-08-25,
3568,Januel,Etienne,male,FRA,2007-08-25,
5720,Semiond,Mathieu,male,FRA,2007-08-25,
5725,Fares,Ashami,male,FRA,2007-08-25,
6639,Levova,Trina,female,RUS,2007-08-25,
8075,Murzaev,Vladimir,male,RUS,2007-08-25,1987
8706,Levet,Arnaud,male,FRA,2007-08-25,
8707,Guis,Edouard,male,FRA,2007-08-25,
8708,Glemarec,Vincent,male,FRA,2007-08-25,
8710,Michas,Paul,male,FRA,2007-08-25,
8711,Fergeau,Julien,male,FRA,2007-08-25,
8712,Gudefin,Robin,male,FRA,2007-08-25,
6086,Rudenko,Alina,female,RUS,2007-08-23,1988
6515,Malysheva,Alexandra,female,RUS,2007-08-23,1990
6688,Miller,Jess,female,AUS,2007-08-23,1998
6850,Pintar,Nada,female,SLO,2007-08-23,1990
7187,Cesarone,Megan,female,CAN,2007-08-23,1989
7194,Skeet,Christopher,male,CAN,2007-08-23,1988
7240,Derevenskikh,Artem,male,RUS,2007-08-23,1990
7264,Goncalves,Giovanni,male,VEN,2007-08-23,1989
7287,Lingeman,Laura,female,USA,2007-08-23,1988
7697,Van der Boom,Myrthe,female,NED,2007-08-23,1989
7770,Selles,Nikki,female,AUS,2007-08-23,1988
7918,Hopkins,Bryan,male,USA,2007-08-23,1989
7927,Stiers,Page,female,USA,2007-08-23,1989
7929,Wisniewski,Benjamin,male,USA,2007-08-23,1991
7930,Butcher,William,male,USA,2007-08-23,1992
8390,Davidson,Jeremy,male,AUS,2007-08-23,1988
8429,Yturriagagoitia Mart,Elisa,female,ESP,2007-08-23,1991
8537,CASANOVA BRENCHAT,Ana Maria,female,ESP,2007-08-23,1992
8554,Leal,Flor,female,GUA,2007-08-23,1991
8555,Linares,Ali,male,GUA,2007-08-23,1990
8556,Lucas,Juan,male,GUA,2007-08-23,1989
8557,GarcÃ­a,Diego,male,GUA,2007-08-23,1989
8558,Mikhaylov,Alexey,male,RUS,2007-08-23,1989
8577,Maisey,Victoria,female,USA,2007-08-23,1989
8582,Schmitt,Benjamin,male,USA,2007-08-23,1988
8583,Stephens,Lauren,female,USA,2007-08-23,1992
8598,Marks,Byron,male,CAN,2007-08-23,1989
8601,Acosta,Ambar,female,VEN,2007-08-23,1992
8602,Sepulveda,Blas,male,CHI,2007-08-23,1988
8605,Espinosa,Vicente,male,CHI,2007-08-23,1991
8611,Leiva,Nills,male,GUA,2007-08-23,1990
8618,Fernandez Zavala,Leon Felipe,male,MEX,2007-08-23,1991
8619,Diaz Maldonado,Arturo,male,MEX,2007-08-23,1992
8625,Navarro Lopez,Nicolas,male,COL,2007-08-23,1990
8628,Zuluaga Castillo,Felipe,male,COL,2007-08-23,1991
8629,Garcia Valencia,Juan Diego,male,COL,2007-08-23,1991
8631,Villamizar,Oscar,male,COL,2007-08-23,1989
8632,Botero Ossa,Maria Camila,female,COL,2007-08-23,1990
8634,Quiroz,Cristian Daniel,male,COL,2007-08-23,1989
8636,Welsh,Anne Rose,female,CHI,2007-08-23,1992
8638,Coraizaca,Cristian,male,ECU,2007-08-23,1993
8641,Cobo,Jan,male,ECU,2007-08-23,1993
8642,Jaramillo,Pedro,male,ECU,2007-08-23,1992
8646,Moreno,Catherine,female,ECU,2007-08-23,1993
8649,Mejia,Gonzalo,male,ECU,2007-08-23,1990
8650,Ortega,Juan,male,ECU,2007-08-23,1990
8652,Leon,David,male,ECU,2007-08-23,1988
6790,Wei,Chia-Ling,female,TPE,2007-08-11,1983
7352,Farshad Yeganeh,Artimes,male,IRI,2007-08-11,1981
7378,Karami Paskoohani,Azam,female,IRI,2007-08-11,1983
5851,Douglas,Nick,male,USA,2007-08-03,1988
6686,Outland,Stephanie,female,USA,2007-08-03,1988
7296,Kiser,Ross,male,USA,2007-08-03,1989
8571,Elson,Matt,male,USA,2007-08-03,1992
8573,Hamlett,Cix,female,USA,2007-08-03,1992
7242,Kokorin,Sergey,male,RUS,2007-07-30,1989
8559,Izmaylova,Alina,female,RUS,2007-07-30,1992
514,Giupponi,Luca,male,ITA,2007-07-21,1968
3661,Kryvonos,Sergiy,male,UKR,2007-07-21,1986
6742,Matys,Marek,male,POL,2007-07-21,1989
6997,Prazan,Martin,male,CZE,2007-07-21,1990
7000,Szymanowski,Maciej,male,POL,2007-07-21,1990
7024,Szczepaniec,Agnieszka,female,POL,2007-07-21,1990
7199,Budzanowska,Patrycja,female,POL,2007-07-21,1991
7626,Johnstone,Peter,male,GBR,2007-07-21,1990
7628,Makowski,Wojciech,male,POL,2007-07-21,1991
7785,Kowal,Bartosz,male,POL,2007-07-21,1989
7790,Marczak,Milena,female,POL,2007-07-21,1988
7799,Polak,Jakub,male,POL,2007-07-21,1990
7806,Wieczorkowski,Milosz,male,POL,2007-07-21,1991
8045,Sultanov,Ilya,male,RUS,2007-07-21,1991
8357,Ploskonka,Anna,female,POL,2007-07-21,1990
8395,Chirik,Nikolay,male,RUS,2007-07-21,1991
8409,Subbotin,Iakov,male,RUS,2007-07-21,1981
8433,Porwol,Karol,male,POL,2007-07-21,1992
8443,Wilkolek,Pawel,male,POL,2007-07-21,1992
8501,Kudla,Lukasz,male,POL,2007-07-21,1988
8510,Mlodecka,Monika,female,POL,2007-07-21,1990
8521,Berbeka,Katarzyna,female,POL,2007-07-21,1989
8522,Zalewski,Mateusz,male,POL,2007-07-21,1992
8523,Weber,Olga,female,POL,2007-07-21,1993
8535,Terlecka,Natalia,female,POL,2007-07-21,1992
973,Hirayama,Yuji,male,JPN,2007-07-20,1969
8551,Mehouas,Celine,female,FRA,2007-07-20,1990
8519,Tuvshintur,Ragchaa,male,MGL,2007-07-16,1981
8520,Sainzaya,Chimed,female,MGL,2007-07-16,1990
172,Caude,David,male,FRA,2007-07-11,1974
809,Dugit,Stephane,male,FRA,2007-07-11,1980
5171,Karesova,Eliska,female,CZE,2007-07-11,1987
5172,Conan,Fanny,female,FRA,2007-07-11,1986
6512,Muran,Dalibor,male,CZE,2007-07-11,1985
8408,Yachnik,Julia,female,RUS,2007-07-11,1983
8425,Kuik,Joyce,female,USA,2007-07-11,1989
6197,Patz,Johanna,female,GER,2007-07-07,1989
7018,Sadovnikova,Olga,female,RUS,2007-07-07,1991
7019,Serebrennaya,Asya,female,RUS,2007-07-07,1991
7597,Plocher,Janos,male,GER,2007-07-07,1992
7955,Giuliberti,Carlo,male,ITA,2007-07-07,1989
8260,Lepesant,Ben,male,LUX,2007-07-07,1990
8295,Heynen,Estelle,female,BEL,2007-07-07,1993
8322,Brumana,Maurizio,male,ITA,2007-07-07,1993
8396,Belyak,Alexey,male,RUS,2007-07-07,1992
8399,Borovinskiy,Bronislav,male,RUS,2007-07-07,1992
8400,Rudakov,Yury,male,RUS,2007-07-07,1992
7962,Palladiy,Yevgen,male,UKR,2007-07-06,1989
6126,Hatch,Tim,male,GBR,2007-07-05,1963
2981,Cermak,Jakub,male,CZE,2007-06-30,
4648,Lanz,Andreas,male,SUI,2007-06-30,
7432,Omer,Michael,male,ISR,2007-06-30,
7715,Reist,Andreas,male,SUI,2007-06-30,1989
8265,Staub,Fabian,male,SUI,2007-06-30,
8472,Micheali,Itamar,male,ISR,2007-06-30,1993
8474,Hemo,Ofek,male,ISR,2007-06-30,1990
8482,Jäggi,Niklas,male,SUI,2007-06-30,
8483,Lochmatter,Dominik,male,SUI,2007-06-30,
8484,Heister Wälchli,Sue,female,SUI,2007-06-30,
8485,Jaggi,Kathrin,female,SUI,2007-06-30,
8487,Dupertuis,Noemie,female,SUI,2007-06-30,
8498,Pavlovic,Petr,male,CZE,2007-06-30,
8499,Ruml,Werner,male,AUT,2007-06-30,
8500,Vu,Nick,male,USA,2007-06-30,
5767,Köhl,Bernhard,male,GER,2007-06-24,1988
6587,Schreiber,Mimi,female,GER,2007-06-24,1991
7035,Müller,Lukas,male,GER,2007-06-24,1989
7407,Lochner,David,male,GER,2007-06-24,1990
7611,Eissfeller,Anne,female,GER,2007-06-24,1991
7646,Roesch,Anna,female,GER,2007-06-24,1991
8104,Piur,Felicitas,female,GER,2007-06-24,1990
8341,Scholl,Nina Katharina,female,GER,2007-06-24,1992
1084,Knorr,Damaris,female,GER,2007-06-23,1971
1787,Bindhammer,Melanie,female,GER,2007-06-23,1973
6268,Jonas,Philipp,male,GER,2007-06-23,1985
6955,Mertenat,Charlotte,female,SUI,2007-06-23,1993
7522,Wüst,Kathrin,female,GER,2007-06-23,1970
7721,Humair,Lauréline,female,SUI,2007-06-23,1993
8367,Ortner,Jutta,female,GER,2007-06-23,1975
3327,Philippe,Jonathan,male,FRA,2007-06-22,1984
6110,Nastrog,Nicolas,male,FRA,2007-06-22,1986
6546,Bariani,Irene,female,ITA,2007-06-22,1990
7639,Gore,Tom,male,GBR,2007-06-22,1986
8281,Suzuki,Yuki,male,JPN,2007-06-22,1985
3326,Heurtaux,Benoit,male,FRA,2007-06-15,1985
3399,Petrovski,Dejan,male,MKD,2007-06-15,1976
562,Dutray,Mathieu,male,FRA,2007-06-08,1973
3424,Sugden,Tom,male,GBR,2007-06-08,1973
5479,Seymour,Rachel,female,GBR,2007-06-08,1979
5488,Graham,Chris,male,GBR,2007-06-08,1982
7495,Buys,Naomi,female,GBR,2007-06-08,1982
8371,Buys,Jordan,male,GBR,2007-06-08,1981
4744,Müller,Marco,male,SUI,2007-06-02,1975
5930,Winterleitner,Anja,female,SUI,2007-06-02,1990
6832,Kunz,Jana,female,SUI,2007-06-02,1990
8415,Adank,Thomas,male,SUI,2007-06-02,
2499,Konovalov,Dmytro,male,UKR,2007-05-26,1981
2531,Georgiev,Marian,male,BUL,2007-05-26,1981
2604,Shevchenko,Kyrylo,male,UKR,2007-05-26,1982
3301,Losynska,Olga,female,UKR,2007-05-26,1984
5787,Scherbina,Petro,male,UKR,2007-05-26,1986
6115,Portsev,Dmitriy,male,RUS,2007-05-26,1985
6840,Gavrilov,Petar,male,BUL,2007-05-26,1990
7528,Neshev,Rumen,male,BUL,2007-05-26,
7956,Ruchka,Natalia,female,UKR,2007-05-26,
7967,D'yachenko,Olexandra,female,UKR,2007-05-26,1991
8074,Ladniy,Andrey,male,RUS,2007-05-26,
8076,Peskin,Pavel,male,RUS,2007-05-26,1981
8284,Kovaleva,Elena,female,RUS,2007-05-26,1983
8401,Rakickaja,Anja,female,RUS,2007-05-26,
8402,Krasovskaja,Elena,female,UKR,2007-05-26,
8404,Hopko,Alexandr,male,RUS,2007-05-26,
8407,Viorel,Ene,male,ROU,2007-05-26,
6637,Vukotic,Jernej,male,SLO,2007-05-19,1990
7026,Szabó,Réka,female,HUN,2007-05-19,1991
7074,Sararak,Karine,female,FRA,2007-05-19,1991
7565,Bräuer,Florian,male,AUT,2007-05-19,1990
8305,Gauster,Alexandra,female,AUT,2007-05-19,1989
8310,Holzknecht,Dianca,female,AUT,2007-05-19,1992
8328,Szabó,Kata,female,HUN,2007-05-19,1993
8374,Rozehnal,Pavel,male,CZE,2007-05-19,1993
8379,Langer,Petr,male,CZE,2007-05-19,1989
3491,Zijlstra,Evelien,female,NED,2007-05-11,1986
5649,Neyer,Thomas,male,AUT,2007-05-11,1987
5909,Pintar,Matevz,male,SLO,2007-05-11,1987
7657,Porebski,Rafal,male,POL,2007-05-11,1977
7163,Heckmann,Christian,male,GER,2007-05-06,1988
7585,Greis,Maximilian,male,GER,2007-05-06,1989
7616,Neelmeijer,Elisa,female,GER,2007-05-06,1988
8180,Schäfer,Eva-Kristina,female,GER,2007-05-06,1991
8354,Goll,Raphael,male,GER,2007-05-06,1990
8355,Kühl,Alexander,male,GER,2007-05-06,1991
7032,Kanis,Nadja,female,GER,2007-05-05,1982
3422,Earl,Andrew,male,GBR,2007-05-04,1976
5663,Treuilhe,Christophe,male,FRA,2007-05-04,1986
7551,Ciret,Colette,female,FRA,2007-05-04,1986
8294,Smigelskis,Edvinas,male,RSA,2007-05-04,1986
5656,Breitenlechner,Maximilian,male,AUT,2007-04-27,1987
7085,Mayr,Martin,male,AUT,2007-04-27,1979
7110,Kolokas,Ioannis,male,GRE,2007-04-20,1983
8198,Kodzik,Aleksandra,female,POL,2007-04-20,1985
8221,Nutu,Andrei,male,ROU,2007-04-20,1975
8231,Kamaropoulos,Zafeiris,male,GRE,2007-04-20,1978
550,Boissenot,Morgan,male,FRA,2007-04-14,
4721,Ernst,Josua,male,SUI,2007-04-14,1980
7742,Bernier,Gary,male,SUI,2007-04-14,1983
8261,Tschannen,Michael,male,SUI,2007-04-14,1988
8266,Schmid,Marco,male,SUI,2007-04-14,
8267,Aberegg,Isabelle,female,SUI,2007-04-14,
5849,Onoprienko,Pavlo,male,UKR,2007-04-13,1987
8202,Smagala,Lukasz,male,POL,2007-04-13,1981
8222,Miciula,Agnieszka,female,POL,2007-04-13,1986
7719,Brischoux,Didier,male,SUI,2007-03-31,1992
6541,Thomas,Jonathan,male,BEL,2007-03-30,1982
554,Calibani,Mauro,male,ITA,2007-03-19,1974
3548,Giammarco,Giulia,female,ITA,2007-03-19,1974
5715,Rasmussen,Stefan,male,SWE,2007-03-19,1971
6191,Becker,Simon,male,GER,2007-03-04,1988
7515,Stadler,Daniel,male,GER,2007-03-04,1990
7649,Pesch,Lukas,male,GER,2007-03-04,1991
8183,Wastlhuber,Sebastian,male,GER,2007-03-04,1990
8184,Höger,Simon,male,GER,2007-03-04,1991
8186,Heling,Björn,male,GER,2007-03-04,
8188,Warth,Frieder,male,GER,2007-03-04,
1856,Krüger,Arndt,male,GER,2007-03-03,1972
3351,Fromm,Felix,male,GER,2007-03-03,1983
7503,östreich,Manuela,female,GER,2007-03-03,1980
8178,Booss,Christoph,male,GER,2007-03-03,1986
3342,Mathar,Steffi,female,GER,2007-02-04,1984
3349,Schwarz,Norbert,male,GER,2007-02-04,1985
5343,Mittlmeier,Barbara,female,GER,2007-02-04,1976
6427,Soundakov,Igor,male,GER,2007-02-04,1983
8164,Reichelt,Tobias,male,GER,2007-02-04,
2438,Preussler,Timo,male,GER,2007-01-26,1983
6572,Kreutz,Steffen,male,GER,2006-12-02,1991
5178,Kozmus,Matic,male,SLO,2006-11-25,1987
5437,Volf,Jakub,male,CZE,2006-11-25,1987
5689,Materne,Florian,male,BEL,2006-11-25,1988
5902,Kosic,Tjasa,female,SLO,2006-11-25,1988
6107,Ohlenschläger,Sandra,female,AUT,2006-11-25,1987
6995,Loffay,Pavol,male,SVK,2006-11-25,1991
7400,Galliot,Gilles,male,FRA,2006-11-25,1990
7442,Krystoffy,JOsef,male,SVK,2006-11-25,1987
7449,Zupanc,Ksenija,female,SLO,2006-11-25,1991
7454,Slivnik,Gaj,male,SLO,2006-11-25,
7703,Drbohlav,Martin,male,CZE,2006-11-25,1987
7905,Sheyko,Kseniya,female,RUS,2006-11-25,1987
8099,Stock,Declan,male,GBR,2006-11-25,1989
8112,Bulgakov,Mykola,male,UKR,2006-11-25,
8134,Varnerin,Stefano,male,ITA,2006-11-25,1988
8136,Jekler,Miha,male,SLO,2006-11-25,1991
8139,Rajsar,Spela,female,SLO,2006-11-25,1992
8140,Potrebujes,Nejc,male,SLO,2006-11-25,1987
3626,Cassiday,Patrick,male,USA,2006-11-24,
3649,Canche del Toro,Javier,male,MEX,2006-11-24,
5802,Sinatra,Chris,male,USA,2006-11-24,1987
5809,Berezowski,Tony,male,CAN,2006-11-24,
6300,Carrick,Josh,male,USA,2006-11-24,1986
7285,Crane,Sierra,female,USA,2006-11-24,1989
7394,Caputo,Kara,female,USA,2006-11-24,1989
7831,McGoey,Brooke,female,CAN,2006-11-24,1992
7909,Byington,Rebekah,female,USA,2006-11-24,1989
7911,Chiro,Mandisa,female,USA,2006-11-24,1988
7921,Miller,Hayden,male,USA,2006-11-24,1988
7935,McNichols,Sarah,female,USA,2006-11-24,1987
8658,Herbert,Alex,male,USA,2006-11-24,
8659,Rosman,Max,male,USA,2006-11-24,
8660,Poling,James,male,USA,2006-11-24,
8662,Gibb,Troy,male,USA,2006-11-24,
8664,Fernandez Zavala,Leon,male,MEX,2006-11-24,
8665,Bouskila,Ohad,male,CAN,2006-11-24,
8667,Knowles,Thea,female,USA,2006-11-24,
8668,Thompson,Laura,female,USA,2006-11-24,
8669,Bell,Sammy,female,CAN,2006-11-24,1990
8670,Kiernan,Matt,male,USA,2006-11-24,
8671,Ingerson,Evan,male,USA,2006-11-24,
8672,Taylor,Jeff,male,CAN,2006-11-24,
8673,Gainer,Dan,male,CAN,2006-11-24,
8677,Obreiter,Ali,female,CAN,2006-11-24,
8678,Mcfallon,Cobie,female,CAN,2006-11-24,
8679,Wentzloff,Sarah,female,CAN,2006-11-24,
8680,Crittenden,Jennie,female,USA,2006-11-24,
8681,Schmitt,Ben,male,USA,2006-11-24,
8682,Hurst,Craig,male,USA,2006-11-24,
8683,Kuh,Kyle,male,USA,2006-11-24,
8684,Kooyman,Jay,male,CAN,2006-11-24,
8685,Rader,Steven,male,USA,2006-11-24,
8686,Elhert Diaz,Christian,male,MEX,2006-11-24,
8688,Medina Castillo,Andres,male,MEX,2006-11-24,
8689,Mcfarland,Kyle,male,USA,2006-11-24,
8690,Foster,Stephanie,female,USA,2006-11-24,
8694,Andrews,Emily,female,USA,2006-11-24,
8695,Guilmet,Kaila,female,USA,2006-11-24,
8696,Georgevits,Tom,male,USA,2006-11-24,
8697,Libert,Adam,male,USA,2006-11-24,
8698,Miraglio,Wes,male,USA,2006-11-24,
8699,Leiker,Royce,male,USA,2006-11-24,
8700,Claassen,Sam,male,USA,2006-11-24,
6114,Kuess,Mario,male,AUT,2006-11-18,1984
6783,Droetto,Fabrizio,male,ITA,2006-11-18,1982
7423,Middleton,Jacqui,female,AUS,2006-11-18,
6989,Ragan,Robert,male,SVK,2006-11-13,1990
7683,Ballova,Martina,female,SVK,2006-11-13,1990
3166,Gambaro,Matteo,male,ITA,2006-11-11,1974
3461,Htenas,Athanasios,male,GRE,2006-11-11,
5262,Stergiakou,Chrysa,female,GRE,2006-11-11,1986
7658,Allen,Karen,female,AUS,2006-11-11,
8232,Kerasidou,Stella,female,GRE,2006-11-11,1985
6170,Stosic,Milos,male,SRB,2006-11-08,
6971,Dobrota,Gabriela,female,SRB,2006-11-08,
6060,Walther,Friedemann,male,GER,2006-11-04,1986
2575,Zemski,Alexei,male,RUS,2006-11-02,1983
2613,Sadyrov,Marat,male,RUS,2006-11-02,
2712,Saulevich,Olesya,female,RUS,2006-11-02,
6134,Nilsson,Kristina,female,SWE,2006-11-02,
6595,Dudek,Lukasz,male,POL,2006-11-02,1983
8048,Uvarova,Nastasiya,female,UKR,2006-11-02,
8070,Shmatko,Stanislav,male,RUS,2006-11-02,
8073,Kursin,Vasilii,male,RUS,2006-11-02,
8081,D'yakonov,Kirill,male,RUS,2006-11-02,1985
8095,Sparre,Lovise,female,SWE,2006-11-02,1974
3726,Guggisberg,Annina,female,SUI,2006-10-28,1987
5687,Van Winckel,Valentine,female,BEL,2006-10-28,1988
6136,Policard,Michaelle,female,FRA,2006-10-28,1987
7869,Koblar,Simon,male,SLO,2006-10-28,1991
3167,Ben,Tan,male,SGP,2006-10-26,1976
4948,Zainah,Emi,female,INA,2006-10-26,
4951,Yuniar,Yuyun,female,INA,2006-10-26,
4976,Chen,Chih-Yung,male,TPE,2006-10-26,
5600,Abbassi,Amin,male,IRI,2006-10-26,
5754,Tan,"Li Ying, Suzanna",female,SGP,2006-10-26,1978
5864,Madate,Tomoko,female,JPN,2006-10-26,
6767,Cheung,Chi-Chiu,male,HKG,2006-10-26,
6770,Tai,Chika,female,JPN,2006-10-26,
6782,Erianto,Rojak,male,INA,2006-10-26,
6795,Hung,Yi-Fang,female,TPE,2006-10-26,
6806,Tumur,Od,male,MGL,2006-10-26,
7430,Wahid,Syafiq Utama Abdul,male,SGP,2006-10-26,
7467,Shyu,Chia Cherng,male,TPE,2006-10-26,
8113,Klaekla,Kittipong,male,THA,2006-10-26,
8117,Su,Tien Tsai,male,TPE,2006-10-26,
8118,Chen,Yu Chung,male,TPE,2006-10-26,
8119,Lin,Jyun Ming,male,TPE,2006-10-26,
8121,Bayaraa,Erdem bileg,male,MGL,2006-10-26,
8126,Bat,Otgonchimeg,female,MGL,2006-10-26,
8128,Vahhabi,Abdollah,male,IRI,2006-10-26,1978
8131,Lin,Yu Hsin,male,TPE,2006-10-26,
8132,Li,Shu Ngar,female,HKG,2006-10-26,
6970,Tishchenko,Andriy,male,UKR,2006-10-24,
3825,Boerger,Natalie,female,SUI,2006-10-21,1980
5350,Kunz,Stefan,male,SUI,2006-10-21,1988
5394,Joliat,Julien,male,SUI,2006-10-21,1990
5525,Gehrig,René,male,SUI,2006-10-21,1986
6074,Joliat,Gil,male,SUI,2006-10-21,1993
6466,Berret,Ignace,male,SUI,2006-10-21,1989
6665,Bendler,Rea,female,SUI,2006-10-21,1991
6825,Walther,Silas,male,SUI,2006-10-21,1992
7344,Flüge,Irina,female,SUI,2006-10-21,1995
7424,Lambrigger,Jonas,male,SUI,2006-10-21,1977
7425,Jordi,Benjamin,male,SUI,2006-10-21,1979
7757,Bürkli,Livia,female,SUI,2006-10-21,1989
8082,Arthur,Michael,male,USA,2006-10-16,1991
5504,Schreiber,Michael,male,GER,2006-10-08,1987
7049,Gekle,Lea,female,GER,2006-10-08,1991
7159,Wisskirchen,Julian,male,GER,2006-10-08,1990
7589,Riesen,Paul,male,GER,2006-10-08,1989
8102,Probst,Pauline,female,GER,2006-10-08,
8105,Braun,Tabea,female,GER,2006-10-08,1990
8107,Breckner,Mirko,male,GER,2006-10-08,
575,Hassler,Manuel,male,SUI,2006-10-07,1980
2267,Hamm,Thomas,male,GER,2006-10-07,1979
4910,Kolar,Anita,female,SUI,2006-10-07,1988
5886,Dobrev,Kaloyan,male,BUL,2006-10-07,1987
6143,Rastrom,Oscar,male,SWE,2006-10-07,1987
6601,Kohler,Josué,male,SUI,2006-10-07,1990
6712,Smirnov,Oleg,male,RUS,2006-10-07,1987
6911,Lang,Philippe,male,SUI,2006-10-07,1985
7849,Kasperowski,Tilda,female,SWE,2006-10-07,1992
7979,Petkov,Hristo,male,BUL,2006-10-07,1991
8041,Petrov,Plamen,male,BUL,2006-10-07,1991
8042,Petkova,Polina,female,BUL,2006-10-07,1992
8046,Ermolaeva,Julia,female,RUS,2006-10-07,1991
8049,Zobrist,Carmen,female,SUI,2006-10-07,1988
8050,Zurbriggen,Konstantin,male,SUI,2006-10-07,1979
8051,Kägi,Samira,female,SUI,2006-10-07,1995
8052,Hanselmann,Pascal,male,SUI,2006-10-07,1990
8053,Bumann,David,male,SUI,2006-10-07,1989
8054,Stoiljokovic,Ivan,male,SRB,2006-10-07,
7882,Liang,Liuying,female,CHN,2006-10-02,
7883,Lu,Xiaolong,male,CHN,2006-10-02,
7995,Chen,Fengle,male,CHN,2006-10-02,1984
7045,Pauly,Lena,female,GER,2006-09-30,1990
7156,Kaufmann,Thea,female,GER,2006-09-30,1991
7414,Schmitt,Sandra,female,GER,2006-09-30,1990
7420,Kromm,Florian,male,GER,2006-09-30,1990
8056,Bortfeld,Miriam,female,GER,2006-09-30,1977
8059,Pauly,Jonas,male,GER,2006-09-30,1993
8060,Jöst,Lucas,male,GER,2006-09-30,
8061,Tumele,Simone,female,GER,2006-09-30,1989
8062,Koeppen,Annika,female,GER,2006-09-30,1989
1143,Kim,Hyun-Jung,female,KOR,2006-09-16,1968
6542,Norgaard,Rasmus,male,DEN,2006-09-16,
7726,Huser,Jenni,female,SUI,2006-09-16,1996
8022,Moyano Manzano,Millan,male,ESP,2006-09-16,1978
8033,Chiffelle,Romain,male,SUI,2006-09-16,1994
8034,Allemand,Sèbastien,male,SUI,2006-09-16,1989
8036,Odermatt,Urs,male,SUI,2006-09-16,1974
4189,Ramseier,Markus,male,SUI,2006-09-09,
6020,Ansaldo,Julie,female,SUI,2006-09-09,1988
6420,Muggli,Jonas,male,SUI,2006-09-09,1985
6663,Koch,Balz,male,SUI,2006-09-09,1986
7029,Burkhardt,Mathieu,male,SUI,2006-09-09,1989
7738,Weingartner,Melanie,female,SUI,2006-09-09,1988
7743,Melcher,Mickael,male,SUI,2006-09-09,
8023,Burri,Philippe,male,SUI,2006-09-09,
8024,Von Niederhäusern,Tim,male,SUI,2006-09-09,
8025,Gautschi,Matthias,male,SUI,2006-09-09,
8026,Kubli,Adrian,male,SUI,2006-09-09,
8027,Barendregt,Matthias,male,SUI,2006-09-09,
8028,Räz,Christoph,male,SUI,2006-09-09,
8029,Zahn,Martin,male,SUI,2006-09-09,
8030,Wittwer,Lukas,male,SUI,2006-09-09,
8031,Johner,Silja,female,SUI,2006-09-09,
5055,Broun,Sarah,female,USA,2006-08-24,1987
5167,Powell,Jemma,female,GBR,2006-08-24,1987
5235,Gstöttenmayr,Stefan,male,AUT,2006-08-24,1987
6280,Stremple,Claire,female,USA,2006-08-24,1987
6313,Kennedy,Scott,male,CAN,2006-08-24,1989
6329,Saulevich,Marina,female,RUS,2006-08-24,1989
6339,Merikallio,Heini,female,FIN,2006-08-24,1988
6340,Leonardi,Mikaila,female,USA,2006-08-24,1988
6523,Vanderbeke,Eline,female,BEL,2006-08-24,1989
6548,Lasser,Katrin,female,AUT,2006-08-24,1990
6710,Newton,Jesse,female,CAN,2006-08-24,1990
6974,Franiak,Marcin,male,POL,2006-08-24,1987
7127,Estellano Schulze,Juan Gabriel,male,BOL,2006-08-24,1987
7200,Lazor,Mateusz,male,POL,2006-08-24,1988
7216,Crane,Peter,male,AUS,2006-08-24,1990
7220,Hargreaves,Samuel,male,AUS,2006-08-24,1987
7224,Zabala Arabaolaza,Anton,male,ESP,2006-08-24,1988
7258,Fyfe,Annika,female,NZL,2006-08-24,1989
7277,Rozenberg,Rem,male,UKR,2006-08-24,1990
7329,Moskalenko,Yevgeniy,male,KAZ,2006-08-24,1989
7455,Smicevic,Nikola,male,HRV,2006-08-24,1989
7625,Zaniewska,Julia,female,POL,2006-08-24,1987
7681,Hodi,Levente,male,HUN,2006-08-24,1991
7687,Zarauz Larranaga,Josebe,female,ESP,2006-08-24,1991
7698,Pospisilova,Michaela,female,CZE,2006-08-24,1990
7748,Sold,Adam,male,ISR,2006-08-24,1991
7769,Finlayson,Shane,male,AUS,2006-08-24,1990
7771,Finlayson,Shawnee,female,AUS,2006-08-24,1992
7773,Woods,Darian,male,AUS,2006-08-24,1988
7795,Nowosad,Aleksandra,female,POL,2006-08-24,1991
7822,Bryl,Anastasia,female,RUS,2006-08-24,1991
